COUNT,FOR_TEN,FOR_CATEGO,STATE,FOR_BURNS,FOR_BURN_T
69,MUF,Native forest,Vic,1,Planned burns only
27,PRIV,Native forest,Vic,1,Planned burns only
119,OCL,Native forest,Vic,0,Forest not burnt
3084,MUF,Native forest,Vic,1,Planned burns only
2388,MUF,Native forest,Vic,1,Planned burns only
68, ,Non-forest,Vic,-9, 
2665,PRIV,Native forest,Vic,1,Unplanned burns only
2,MUF,Commercial plantation,Vic,1,Planned burns only
7,LEASE,Native forest,Vic,0,Forest not burnt
18,OCL,Native forest,Vic,0,Forest not burnt
15,NCR,Native forest,Vic,1,Planned burns only
4,NCR,Native forest,Vic,1,Planned burns only
1,MUF,Native forest,Vic,0,Forest not burnt
1,PRIV,Other forest,Vic,1,Planned burns only
42,PRIV,Other forest,Vic,1,Unplanned burns only
5,NCR,Native forest,Vic,1,Planned burns only
381,OCL,Native forest,Vic,1,Unplanned burns only
3,NCR,Native forest,Vic,1,Planned burns only
1,NCR,Native forest,Vic,0,Forest not burnt
1,NCR,Native forest,Vic,0,Forest not burnt
1, ,Non-forest,Vic,-9, 
25,PRIV,Native forest,Vic,2,Planned and Unplanned burns
78,NCR,Native forest,Vic,2,Planned burns only
115,OCL,Native forest,Vic,1,Planned burns only
87, ,Non-forest,Vic,-9, 
1106,MUF,Native forest,Vic,0,Forest not burnt
583,MUF,Native forest,Vic,0,Forest not burnt
47, ,Non-forest,Vic,-9, 
16,OCL,Native forest,Vic,1,Planned burns only
34, ,Non-forest,Vic,-9, 
4, ,Non-forest,Vic,-9, 
107, ,Non-forest,Vic,-9, 
2,OCL,Other forest,Vic,1,Unplanned burns only
31,OCL,Commercial plantation,Vic,1,Unplanned burns only
2514,MUF,Native forest,Vic,2,Planned and Unplanned burns
15,MUF,Native forest,Vic,1,Planned burns only
145,PRIV,Native forest,Vic,2,Planned and Unplanned burns
23,OCL,Native forest,Vic,1,Planned burns only
3,PRIV,Native forest,Vic,1,Planned burns only
26,OCL,Native forest,Vic,1,Planned burns only
1,PRIV,Native forest,Vic,1,Planned burns only
2,OCL,Native forest,Vic,1,Planned burns only
9,MUF,Other forest,Vic,1,Planned burns only
3,MUF,Native forest,Vic,1,Planned burns only
1,MUF,Other forest,Vic,1,Planned burns only
8,MUF,Other forest,Vic,1,Planned burns only
223,PRIV,Native forest,Vic,0,Forest not burnt
538,MUF,Native forest,Vic,1,Planned burns only
3977,MUF,Native forest,Vic,1,Planned burns only
7,OCL,Native forest,Vic,1,Planned burns only
184,NCR,Native forest,Vic,1,Planned burns only
2645,MUF,Native forest,Vic,1,Planned burns only
370,MUF,Native forest,Vic,1,Planned burns only
725,NCR,Native forest,Vic,1,Planned burns only
84,NCR,Native forest,Vic,1,Planned burns only
48,OCL,Native forest,Vic,1,Planned burns only
1697,NCR,Native forest,Vic,1,Unplanned burns only
22,PRIV,Native forest,Vic,1,Planned burns only
637,PRIV,Native forest,Vic,1,Unplanned burns only
5,MUF,Native forest,Vic,1,Planned burns only
22, ,Non-forest,Vic,-9, 
186,NCR,Native forest,Vic,1,Planned burns only
4068,MUF,Native forest,Vic,0,Forest not burnt
40,MUF,Native forest,Vic,1,Unplanned burns only
158, ,Non-forest,Vic,-9, 
19,OCL,Native forest,Vic,0,Forest not burnt
23,MUF,Native forest,NSW,0,Forest not burnt
10420,MUF,Commercial plantation,Vic,0,Forest not burnt
325,MUF,Native forest,Vic,1,Unplanned burns only
574,PRIV,Native forest,Vic,0,Forest not burnt
3,NCR,Native forest,NSW,1,Planned burns only
27,OCL,Native forest,Vic,1,Unplanned burns only
170,NCR,Native forest,Vic,2,Planned and Unplanned burns
1935,MUF,Native forest,Vic,1,Unplanned burns only
117,OCL,Native forest,Vic,1,Planned burns only
35,OCL,Native forest,Vic,1,Unplanned burns only
3,OCL,Native forest,Vic,1,Unplanned burns only
4,MUF,Native forest,NSW,1,Unplanned burns only
15,MUF,Native forest,Vic,0,Forest not burnt
125,PRIV,Native forest,Vic,1,Planned burns only
17,OCL,Other forest,Vic,1,Unplanned burns only
20,PRIV,Native forest,Vic,1,Unplanned burns only
10,OCL,Native forest,NSW,1,Unplanned burns only
9,PRIV,Native forest,Vic,1,Planned burns only
2,PRIV,Native forest,Vic,1,Unplanned burns only
3,PRIV,Native forest,NSW,1,Unplanned burns only
11,NCR,Native forest,Vic,2,Planned burns only
443,NCR,Native forest,Vic,0,Forest not burnt
29,PRIV,Native forest,Vic,1,Unplanned burns only
1,MUF,Native forest,Vic,1,Planned burns only
1,PRIV,Native forest,NSW,2,Unplanned burns only
1,PRIV,Native forest,NSW,2,Unplanned burns only
1,OCL,Native forest,NSW,1,Unplanned burns only
193,NCR,Native forest,Vic,1,Unplanned burns only
26,PRIV,Native forest,Vic,1,Unplanned burns only
2, ,Non-forest,Vic,-9, 
175,NCR,Native forest,Vic,0,Forest not burnt
2330,MUF,Native forest,Vic,2,Planned and Unplanned burns
44,PRIV,Native forest,Vic,1,Unplanned burns only
583,MUF,Native forest,Vic,1,Planned burns only
5,OCL,Native forest,Vic,0,Forest not burnt
200870,MUF,Native forest,Vic,0,Forest not burnt
117429,MUF,Native forest,Vic,0,Forest not burnt
3,NCR,Native forest,Vic,0,Forest not burnt
1,NCR,Native forest,SA,1,Unplanned burns only
5,PRIV,Native forest,Vic,1,Unplanned burns only
570,OCL,Native forest,Vic,0,Forest not burnt
2618,MUF,Native forest,Vic,0,Forest not burnt
86,MUF,Native forest,Vic,1,Unplanned burns only
2,LEASE,Native forest,SA,1,Unplanned burns only
5,OCL,Native forest,Vic,2,Planned and Unplanned burns
24,OCL,Native forest,Vic,1,Planned burns only
1,PRIV,Native forest,Vic,0,Forest not burnt
188,MUF,Native forest,Vic,1,Unplanned burns only
1, ,Non-forest,Vic,-9, 
967,MUF,Native forest,Vic,1,Planned burns only
42,NCR,Native forest,Vic,1,Unplanned burns only
1838,MUF,Native forest,Vic,1,Unplanned burns only
3078,MUF,Native forest,Vic,1,Unplanned burns only
536,MUF,Native forest,Vic,1,Unplanned burns only
31,PRIV,Native forest,Vic,1,Unplanned burns only
5,OCL,Native forest,Vic,1,Planned burns only
15,MUF,Native forest,Vic,1,Unplanned burns only
12,MUF,Native forest,NSW,2,Unplanned burns only
946,NCR,Native forest,Vic,1,Unplanned burns only
66,NCR,Native forest,Vic,1,Unplanned burns only
2,PRIV,Other forest,Vic,1,Planned burns only
1, ,Non-forest,Vic,-9, 
3,MUF,Native forest,NSW,2,Unplanned burns only
25,MUF,Native forest,SA,0,Forest not burnt
14530,MUF,Native forest,Vic,1,Unplanned burns only
65,MUF,Native forest,Vic,2,Planned burns only
3,MUF,Native forest,SA,0,Forest not burnt
15330,NCR,Native forest,Vic,0,Forest not burnt
880,NCR,Native forest,Vic,0,Forest not burnt
124,MUF,Native forest,Vic,2,Planned burns only
141614,MUF,Native forest,Vic,1,Unplanned burns only
4,NCR,Native forest,Vic,5,Planned burns only
4, ,Non-forest,Vic,-9, 
1, ,Non-forest,Vic,-9, 
1,MUF,Native forest,Vic,0,Forest not burnt
4,MUF,Native forest,Vic,0,Forest not burnt
35,MUF,Native forest,Vic,2,Planned burns only
873,MUF,Native forest,Vic,1,Planned burns only
6,MUF,Native forest,Vic,0,Forest not burnt
4,MUF,Native forest,Vic,2,Planned burns only
24,NCR,Native forest,Vic,1,Unplanned burns only
5,NCR,Native forest,Vic,2,Planned and Unplanned burns
146407,NCR,Native forest,Vic,0,Forest not burnt
387,MUF,Native forest,Vic,2,Planned and Unplanned burns
199,MUF,Native forest,Vic,2,Planned and Unplanned burns
797,MUF,Native forest,Vic,1,Unplanned burns only
36054,NCR,Native forest,Vic,0,Forest not burnt
52163,MUF,Native forest,Vic,1,Unplanned burns only
244,MUF,Native forest,Vic,2,Unplanned burns only
99,MUF,Native forest,Vic,2,Planned and Unplanned burns
4,PRIV,Commercial plantation,Vic,1,Unplanned burns only
61,NCR,Native forest,Vic,2,Unplanned burns only
32737,NCR,Native forest,Vic,1,Unplanned burns only
2,NCR,Native forest,Vic,1,Planned burns only
3,NCR,Native forest,Vic,2,Planned burns only
1,PRIV,Native forest,Vic,2,Planned burns only
85,NCR,Native forest,Vic,1,Planned burns only
184,MUF,Native forest,Vic,2,Planned and Unplanned burns
13,MUF,Native forest,Vic,2,Planned and Unplanned burns
79,PRIV,Native forest,Vic,0,Forest not burnt
406,MUF,Native forest,Vic,0,Forest not burnt
7,PRIV,Native forest,Vic,1,Planned burns only
91,NCR,Native forest,Vic,1,Planned burns only
1653,PRIV,Native forest,Vic,0,Forest not burnt
5,NCR,Native forest,Vic,1,Unplanned burns only
11,MUF,Native forest,Vic,2,Planned and Unplanned burns
71,OCL,Native forest,Vic,0,Forest not burnt
7,MUF,Native forest,Vic,1,Planned burns only
327,MUF,Native forest,Vic,2,Unplanned burns only
93,MUF,Native forest,Vic,1,Planned burns only
3,PRIV,Native forest,Vic,1,Planned burns only
6, ,Non-forest,SA,-9, 
3656,MUF,Native forest,Vic,0,Forest not burnt
5,MUF,Native forest,Vic,1,Planned burns only
37,MUF,Native forest,Vic,2,Planned burns only
3216,NCR,Native forest,Vic,0,Forest not burnt
12,OCL,Native forest,Vic,1,Planned burns only
1,OCL,Native forest,Vic,1,Planned burns only
16,NCR,Native forest,SA,1,Planned burns only
4,NCR,Commercial plantation,SA,0,Forest not burnt
31,MUF,Native forest,Vic,0,Forest not burnt
36,NCR,Native forest,Vic,2,Planned and Unplanned burns
2,PRIV,Native forest,NSW,2,Unplanned burns only
1,LEASE,Native forest,SA,1,Planned burns only
1, ,Non-forest,SA,-9, 
23,MUF,Native forest,Vic,1,Planned burns only
73,MUF,Native forest,Vic,1,Planned burns only
3,OCL,Native forest,Vic,2,Planned and Unplanned burns
3,MUF,Native forest,Vic,1,Unplanned burns only
3,PRIV,Native forest,Vic,1,Unplanned burns only
1,OCL,Native forest,Vic,1,Planned burns only
1058,MUF,Native forest,Vic,0,Forest not burnt
260,NCR,Native forest,Vic,0,Forest not burnt
30,NCR,Native forest,Vic,1,Planned burns only
1,OCL,Native forest,Vic,1,Unplanned burns only
43,MUF,Native forest,Vic,0,Forest not burnt
10,MUF,Other forest,Vic,0,Forest not burnt
36,PRIV,Native forest,NSW,1,Planned burns only
9,OCL,Other forest,Vic,1,Unplanned burns only
1,NCR,Native forest,NSW,1,Planned burns only
4,PRIV,Native forest,Vic,1,Unplanned burns only
6,OCL,Native forest,Vic,1,Planned burns only
54,MUF,Native forest,Vic,1,Planned burns only
1,MUF,Native forest,Vic,1,Planned burns only
115,MUF,Native forest,Vic,1,Planned burns only
4,MUF,Commercial plantation,Vic,1,Planned burns only
1,MUF,Other forest,Vic,1,Planned burns only
7,MUF,Other forest,Vic,1,Planned burns only
299,MUF,Native forest,Vic,1,Planned burns only
46,PRIV,Native forest,Vic,1,Unplanned burns only
16,NCR,Native forest,Vic,2,Planned burns only
5,MUF,Native forest,Vic,1,Planned burns only
45, ,Non-forest,Vic,-9, 
2014,NCR,Native forest,Vic,0,Forest not burnt
16,MUF,Native forest,Vic,2,Planned and Unplanned burns
2,MUF,Native forest,Vic,2,Planned and Unplanned burns
3521,OCL,Native forest,Vic,0,Forest not burnt
63,OCL,Native forest,Vic,0,Forest not burnt
39,MUF,Native forest,Vic,1,Unplanned burns only
1,PRIV,Other forest,Vic,1,Planned burns only
66,OCL,Native forest,Vic,0,Forest not burnt
1,PRIV,Native forest,Vic,1,Planned burns only
253,MUF,Native forest,Vic,1,Planned burns only
2,NCR,Native forest,NSW,1,Planned burns only
1,MUF,Other forest,Vic,2,Planned and Unplanned burns
1083,OCL,Native forest,Vic,0,Forest not burnt
4,MUF,Native forest,Vic,1,Unplanned burns only
4264,MUF,Native forest,Vic,1,Unplanned burns only
20,OCL,Native forest,Vic,0,Forest not burnt
471,NCR,Native forest,Vic,2,Planned burns only
6,MUF,Native forest,Vic,2,Planned burns only
82,NCR,Native forest,Vic,2,Planned burns only
39,MUF,Native forest,Vic,0,Forest not burnt
1134,MUF,Native forest,Vic,0,Forest not burnt
133,MUF,Native forest,Vic,1,Planned burns only
23,NCR,Native forest,Vic,2,Planned burns only
30,OCL,Native forest,Vic,1,Unplanned burns only
29,PRIV,Native forest,Vic,1,Unplanned burns only
23,PRIV,Native forest,Vic,1,Planned burns only
12987,MUF,Native forest,Vic,1,Unplanned burns only
427,PRIV,Native forest,Vic,0,Forest not burnt
1008,PRIV,Native forest,Vic,0,Forest not burnt
3,PRIV,Native forest,Vic,2,Unplanned burns only
7,OCL,Native forest,NSW,2,Planned and Unplanned burns
73,OCL,Commercial plantation,SA,0,Forest not burnt
1,OCL,Native forest,Vic,1,Planned burns only
4,MUF,Native forest,Vic,2,Planned burns only
342,MUF,Native forest,Vic,1,Planned burns only
1,MUF,Native forest,NSW,0,Forest not burnt
8,MUF,Native forest,Vic,2,Planned burns only
58,MUF,Native forest,Vic,1,Planned burns only
10,MUF,Native forest,Vic,1,Planned burns only
116,NCR,Native forest,Vic,1,Unplanned burns only
3,PRIV,Native forest,Vic,0,Forest not burnt
18,MUF,Native forest,Vic,0,Forest not burnt
34,NCR,Native forest,Vic,1,Planned burns only
89,NCR,Native forest,Vic,1,Planned burns only
2,NCR,Native forest,Vic,1,Unplanned burns only
33,OCL,Native forest,Vic,0,Forest not burnt
141,OCL,Native forest,Vic,0,Forest not burnt
60,NCR,Native forest,NSW,2,Unplanned burns only
1,PRIV,Native forest,Vic,2,Planned burns only
5,MUF,Native forest,Vic,2,Planned and Unplanned burns
2,NCR,Native forest,NSW,1,Unplanned burns only
2,OCL,Native forest,Vic,0,Forest not burnt
1,MUF,Native forest,Vic,2,Planned and Unplanned burns
3,PRIV,Native forest,Vic,0,Forest not burnt
3,PRIV,Native forest,Vic,0,Forest not burnt
2,NCR,Native forest,NSW,1,Planned burns only
1,NCR,Native forest,NSW,2,Unplanned burns only
12,NCR,Native forest,Vic,1,Planned burns only
1,MUF,Native forest,Vic,3,Planned burns only
1, ,Non-forest,Vic,-9, 
1,NCR,Other forest,Vic,1,Planned burns only
197,MUF,Native forest,Vic,1,Planned burns only
7,NCR,Native forest,NSW,1,Unplanned burns only
25,PRIV,Native forest,NSW,1,Planned burns only
89, ,Non-forest,Vic,-9, 
8,PRIV,Native forest,NSW,1,Planned burns only
1, ,Non-forest,Vic,-9, 
1,NCR,Native forest,Vic,2,Unplanned burns only
160,NCR,Native forest,Vic,2,Unplanned burns only
130,NCR,Native forest,Vic,2,Unplanned burns only
7,MUF,Native forest,Vic,1,Planned burns only
2060,MUF,Native forest,Vic,2,Unplanned burns only
1671,MUF,Native forest,Vic,2,Unplanned burns only
940,MUF,Native forest,Vic,1,Unplanned burns only
102,MUF,Native forest,Vic,1,Unplanned burns only
41, ,Non-forest,Vic,-9, 
59,MUF,Native forest,Vic,1,Planned burns only
7,MUF,Native forest,Vic,1,Planned burns only
8,NCR,Native forest,Vic,1,Planned burns only
2,NCR,Native forest,Vic,1,Planned burns only
21,MUF,Native forest,Vic,1,Planned burns only
2,MUF,Native forest,Vic,1,Planned burns only
3,MUF,Native forest,Vic,1,Planned burns only
567,NCR,Native forest,NSW,2,Planned burns only
1,MUF,Other forest,Vic,1,Planned burns only
1241,NCR,Native forest,Vic,0,Forest not burnt
58,NCR,Native forest,Vic,1,Planned burns only
11,NCR,Native forest,Vic,2,Unplanned burns only
4,PRIV,Native forest,Vic,1,Planned burns only
37,PRIV,Native forest,Vic,1,Planned burns only
11,NCR,Native forest,Vic,1,Planned burns only
3,OCL,Native forest,Vic,1,Planned burns only
4,NCR,Native forest,NSW,2,Planned burns only
21,PRIV,Native forest,Vic,1,Unplanned burns only
61,PRIV,Native forest,Vic,0,Forest not burnt
6,NCR,Native forest,Vic,2,Planned burns only
8,NCR,Native forest,Vic,2,Planned burns only
35,NCR,Native forest,Vic,2,Planned burns only
36,NCR,Native forest,NSW,2,Planned burns only
2,NCR,Native forest,Vic,1,Planned burns only
1,OCL,Native forest,Vic,1,Planned burns only
16,NCR,Native forest,Vic,1,Planned burns only
40,NCR,Native forest,Vic,1,Planned burns only
1545,NCR,Native forest,NSW,1,Planned burns only
90,OCL,Native forest,Vic,1,Unplanned burns only
1,OCL,Native forest,Vic,1,Unplanned burns only
92,NCR,Native forest,Vic,1,Planned burns only
4,NCR,Native forest,Vic,1,Planned burns only
8,NCR,Native forest,NSW,1,Planned burns only
4254,PRIV,Native forest,Vic,1,Unplanned burns only
11,NCR,Native forest,Vic,1,Planned burns only
1,OCL,Other forest,Vic,1,Unplanned burns only
412,PRIV,Native forest,Vic,1,Unplanned burns only
40,PRIV,Native forest,Vic,1,Unplanned burns only
87,NCR,Native forest,Vic,2,Planned burns only
1,NCR,Native forest,Vic,2,Planned burns only
4,NCR,Native forest,Vic,1,Planned burns only
605,NCR,Native forest,Vic,1,Planned burns only
59122,PRIV,Native forest,Vic,0,Forest not burnt
1412,PRIV,Native forest,Vic,0,Forest not burnt
479,MUF,Native forest,Vic,1,Planned burns only
832,MUF,Native forest,Vic,1,Planned burns only
138,OCL,Native forest,Vic,1,Unplanned burns only
79,MUF,Native forest,Vic,1,Planned burns only
7,MUF,Native forest,Vic,1,Planned burns only
1334,MUF,Native forest,Vic,1,Planned burns only
265,NCR,Native forest,Vic,3,Planned burns only
54, ,Non-forest,Vic,-9, 
895,MUF,Native forest,Vic,1,Planned burns only
22,MUF,Native forest,NSW,1,Planned burns only
16,NCR,Native forest,Vic,2,Planned burns only
5,NCR,Native forest,Vic,3,Planned burns only
396,NCR,Native forest,Vic,3,Planned burns only
62,NCR,Native forest,Vic,3,Planned burns only
14,NCR,Native forest,Vic,2,Planned burns only
2,NCR,Native forest,Vic,3,Planned burns only
7,MUF,Native forest,NSW,1,Planned burns only
4,NCR,Native forest,Vic,3,Planned burns only
40,NCR,Native forest,Vic,3,Planned burns only
1,NCR,Native forest,Vic,2,Planned burns only
10,PRIV,Native forest,Vic,0,Forest not burnt
3,NCR,Native forest,Vic,0,Forest not burnt
5,NCR,Native forest,Vic,2,Planned burns only
8,NCR,Native forest,Vic,3,Planned burns only
6,NCR,Native forest,Vic,3,Planned burns only
1,PRIV,Native forest,Vic,1,Planned burns only
2,NCR,Native forest,Vic,1,Planned burns only
6,NCR,Native forest,Vic,3,Planned burns only
66,MUF,Native forest,Vic,1,Planned burns only
1,NCR,Native forest,Vic,3,Planned burns only
159,NCR,Native forest,Vic,0,Forest not burnt
84,NCR,Native forest,Vic,1,Planned burns only
256,NCR,Native forest,Vic,2,Unplanned burns only
1,NCR,Native forest,Vic,1,Planned burns only
1560,NCR,Native forest,Vic,1,Unplanned burns only
10,PRIV,Native forest,Vic,0,Forest not burnt
6,PRIV,Native forest,Vic,1,Planned burns only
42,NCR,Native forest,Vic,4,Planned and Unplanned burns
2,PRIV,Native forest,Vic,0,Forest not burnt
5,PRIV,Native forest,Vic,1,Planned burns only
1,NCR,Native forest,Vic,2,Planned burns only
13,OCL,Other forest,Vic,0,Forest not burnt
7,NCR,Native forest,Vic,2,Planned burns only
212,MUF,Native forest,Vic,2,Unplanned burns only
4,NCR,Native forest,Vic,1,Unplanned burns only
1392,PRIV,Commercial plantation,Vic,1,Unplanned burns only
54,MUF,Native forest,Vic,1,Planned burns only
2,NCR,Native forest,Vic,1,Unplanned burns only
3,MUF,Native forest,Vic,1,Planned burns only
71,NCR,Native forest,Vic,2,Planned burns only
7,NCR,Native forest,Vic,2,Planned burns only
27,NCR,Native forest,Vic,2,Planned burns only
3,PRIV,Native forest,Vic,2,Planned and Unplanned burns
9,NCR,Native forest,Vic,3,Planned burns only
1,PRIV,Native forest,Vic,2,Planned and Unplanned burns
97,NCR,Native forest,Vic,2,Planned and Unplanned burns
84,NCR,Native forest,Vic,2,Planned burns only
10,MUF,Other forest,Vic,0,Forest not burnt
90,PRIV,Native forest,NSW,1,Planned burns only
1,NCR,Native forest,Vic,2,Planned burns only
1,NCR,Native forest,Vic,2,Planned burns only
6,OCL,Native forest,Vic,0,Forest not burnt
26,MUF,Native forest,NSW,1,Planned burns only
3,OCL,Native forest,Vic,0,Forest not burnt
61,NCR,Native forest,Vic,2,Planned and Unplanned burns
11,PRIV,Other forest,Vic,1,Unplanned burns only
618,MUF,Native forest,Vic,1,Planned burns only
359,MUF,Native forest,Vic,1,Planned burns only
15,PRIV,Other forest,Vic,0,Forest not burnt
1,NCR,Native forest,Vic,2,Planned and Unplanned burns
6,PRIV,Native forest,Vic,1,Planned burns only
49,NCR,Native forest,Vic,1,Planned burns only
18,MUF,Native forest,Vic,2,Planned burns only
1701,NCR,Native forest,Vic,1,Planned burns only
8,PRIV,Native forest,Vic,1,Planned burns only
15,LEASE,Native forest,NSW,1,Planned burns only
2,OCL,Native forest,NSW,1,Planned burns only
1,OCL,Native forest,NSW,1,Planned burns only
2,PRIV,Native forest,NSW,1,Planned burns only
1,OCL,Native forest,NSW,1,Planned burns only
4,OCL,Native forest,NSW,1,Planned burns only
43,NCR,Native forest,Vic,1,Planned burns only
7,NCR,Native forest,Vic,1,Planned burns only
8,OCL,Native forest,NSW,0,Forest not burnt
3,OCL,Native forest,NSW,1,Planned burns only
39,NCR,Native forest,Vic,1,Planned burns only
3,OCL,Native forest,NSW,1,Planned burns only
126,OCL,Native forest,Vic,0,Forest not burnt
455,PRIV,Native forest,Vic,1,Unplanned burns only
558,MUF,Native forest,SA,0,Forest not burnt
15,MUF,Native forest,Vic,1,Planned burns only
10,MUF,Native forest,SA,0,Forest not burnt
2634,NCR,Native forest,Vic,0,Forest not burnt
10615,NCR,Native forest,Vic,1,Unplanned burns only
4,PRIV,Native forest,Vic,1,Unplanned burns only
2,NCR,Native forest,Vic,1,Unplanned burns only
84,NCR,Native forest,Vic,2,Unplanned burns only
3,NCR,Native forest,Vic,1,Unplanned burns only
132,NCR,Native forest,Vic,0,Forest not burnt
289,MUF,Native forest,Vic,1,Planned burns only
182,NCR,Native forest,Vic,2,Planned burns only
1,NCR,Native forest,Vic,2,Planned and Unplanned burns
1,NCR,Native forest,Vic,2,Planned and Unplanned burns
449,NCR,Native forest,Vic,1,Planned burns only
2299,NCR,Native forest,Vic,1,Unplanned burns only
1,NCR,Native forest,Vic,2,Planned burns only
16,MUF,Native forest,SA,0,Forest not burnt
141,NCR,Native forest,Vic,2,Planned and Unplanned burns
9,MUF,Native forest,SA,1,Unplanned burns only
3,MUF,Native forest,SA,1,Unplanned burns only
237,NCR,Native forest,Vic,1,Unplanned burns only
63,NCR,Native forest,Vic,2,Unplanned burns only
732,NCR,Native forest,Vic,1,Unplanned burns only
2942,NCR,Native forest,Vic,0,Forest not burnt
11,NCR,Native forest,Vic,2,Planned and Unplanned burns
124,MUF,Native forest,Vic,2,Planned and Unplanned burns
9381,NCR,Native forest,Vic,0,Forest not burnt
1,NCR,Native forest,Vic,2,Planned and Unplanned burns
2,MUF,Native forest,Vic,2,Unplanned burns only
642,NCR,Native forest,Vic,1,Unplanned burns only
41,NCR,Native forest,Vic,2,Unplanned burns only
7,OCL,Commercial plantation,Vic,0,Forest not burnt
268,NCR,Native forest,Vic,2,Unplanned burns only
10,NCR,Native forest,Vic,2,Unplanned burns only
58,NCR,Native forest,Vic,1,Unplanned burns only
2,NCR,Native forest,Vic,1,Unplanned burns only
976,NCR,Native forest,Vic,1,Unplanned burns only
83,NCR,Native forest,Vic,1,Unplanned burns only
31,NCR,Native forest,Vic,1,Unplanned burns only
11,PRIV,Native forest,Vic,1,Unplanned burns only
2735,MUF,Native forest,Vic,1,Unplanned burns only
52,NCR,Native forest,Vic,1,Planned burns only
2,NCR,Native forest,Vic,1,Planned burns only
46,NCR,Native forest,Vic,1,Unplanned burns only
1,NCR,Native forest,Vic,2,Planned burns only
153,MUF,Commercial plantation,Vic,0,Forest not burnt
5,PRIV,Native forest,Vic,1,Unplanned burns only
3,OCL,Native forest,Vic,1,Unplanned burns only
6,MUF,Native forest,Vic,2,Planned burns only
16,MUF,Native forest,Vic,2,Planned burns only
2,OCL,Native forest,Vic,1,Planned burns only
1486,NCR,Native forest,Vic,1,Unplanned burns only
80, ,Non-forest,Vic,-9, 
42,NCR,Native forest,Vic,1,Unplanned burns only
1,PRIV,Native forest,NSW,1,Planned burns only
1,OCL,Native forest,NSW,1,Planned burns only
2,PRIV,Native forest,Vic,1,Planned burns only
10,NCR,Native forest,Vic,0,Forest not burnt
11,MUF,Native forest,Vic,2,Unplanned burns only
5907,MUF,Native forest,Vic,1,Unplanned burns only
13,MUF,Native forest,SA,1,Planned burns only
1,MUF,Commercial plantation,Vic,1,Planned burns only
1,MUF,Other forest,Vic,1,Planned burns only
60, ,Non-forest,Vic,-9, 
53,NCR,Native forest,Vic,2,Planned burns only
620,NCR,Native forest,Vic,0,Forest not burnt
1,PRIV,Native forest,Vic,1,Unplanned burns only
95,MUF,Native forest,Vic,2,Planned and Unplanned burns
124,NCR,Native forest,Vic,0,Forest not burnt
192, ,Non-forest,Vic,-9, 
10, ,Non-forest,Vic,-9, 
2482,MUF,Native forest,Vic,0,Forest not burnt
119,MUF,Native forest,Vic,1,Unplanned burns only
11,MUF,Native forest,Vic,2,Planned burns only
10,MUF,Native forest,Vic,1,Unplanned burns only
2,NCR,Commercial plantation,NSW,1,Planned burns only
16,NCR,Native forest,Vic,1,Planned burns only
2,NCR,Native forest,Vic,1,Planned burns only
2,PRIV,Native forest,Vic,1,Unplanned burns only
1,PRIV,Native forest,Vic,1,Planned burns only
13,MUF,Native forest,Vic,1,Planned burns only
6,NCR,Native forest,Vic,1,Planned burns only
95,MUF,Native forest,Vic,0,Forest not burnt
1352,NCR,Native forest,Vic,1,Unplanned burns only
3,MUF,Native forest,Vic,1,Planned burns only
6,MUF,Native forest,Vic,2,Planned burns only
11,MUF,Native forest,Vic,2,Planned burns only
2,NCR,Native forest,Vic,1,Planned burns only
2,OCL,Native forest,Vic,2,Planned burns only
4,NCR,Native forest,Vic,1,Unplanned burns only
14,PRIV,Native forest,Vic,1,Planned burns only
5,MUF,Commercial plantation,Vic,1,Planned burns only
4,MUF,Native forest,Vic,2,Planned burns only
8,MUF,Native forest,Vic,2,Planned burns only
26,MUF,Native forest,Vic,1,Planned burns only
110,MUF,Native forest,Vic,1,Unplanned burns only
481,MUF,Native forest,Vic,0,Forest not burnt
571,MUF,Native forest,Vic,1,Unplanned burns only
2,MUF,Native forest,Vic,2,Planned burns only
2,MUF,Native forest,Vic,1,Planned burns only
1,MUF,Native forest,Vic,2,Planned burns only
455,NCR,Native forest,Vic,1,Planned burns only
9,MUF,Native forest,Vic,1,Unplanned burns only
1,OCL,Native forest,Vic,0,Forest not burnt
62,MUF,Native forest,Vic,1,Unplanned burns only
129,NCR,Native forest,Vic,1,Planned burns only
1,PRIV,Native forest,Vic,1,Planned burns only
1,MUF,Native forest,Vic,1,Planned burns only
21,NCR,Native forest,Vic,1,Unplanned burns only
1,NCR,Other forest,Vic,1,Planned burns only
4,NCR,Native forest,Vic,1,Planned burns only
97,PRIV,Native forest,Vic,0,Forest not burnt
16,PRIV,Native forest,NSW,1,Planned burns only
1,OCL,Native forest,Vic,1,Planned burns only
2,PRIV,Other forest,SA,1,Planned burns only
1,MUF,Native forest,SA,0,Forest not burnt
7044,NCR,Native forest,Vic,0,Forest not burnt
2,NCR,Native forest,Vic,1,Planned burns only
13,MUF,Native forest,Vic,1,Unplanned burns only
1606,MUF,Native forest,Vic,0,Forest not burnt
6,MUF,Native forest,SA,1,Planned burns only
59,MUF,Native forest,Vic,1,Planned burns only
7376,MUF,Native forest,Vic,0,Forest not burnt
1,MUF,Native forest,SA,1,Planned burns only
3,MUF,Native forest,Vic,1,Planned burns only
1,PRIV,Native forest,Vic,1,Planned burns only
2132,NCR,Native forest,Vic,1,Planned burns only
