COUNT,FOR_TEN,FOR_CATEGO,STATE,FOR_BURNS,FOR_BURN_T
4,PRIV,Native forest,NT,2,Unplanned burns only
32,PRIV,Native forest,NT,3,Planned and Unplanned burns
247,PRIV,Native forest,NT,3,Planned and Unplanned burns
276,OCL,Native forest,Qld,1,Unplanned burns only
5,OCL,Native forest,Qld,1,Unplanned burns only
306,PRIV,Native forest,NT,3,Planned and Unplanned burns
14,PRIV,Native forest,NT,4,Planned and Unplanned burns
12,PRIV,Native forest,NT,3,Planned and Unplanned burns
1913, ,Non-forest,NT,-9, 
2,PRIV,Native forest,NT,2,Unplanned burns only
2,PRIV,Native forest,NT,3,Unplanned burns only
2080,NCR,Native forest,Qld,0,Forest not burnt
52249, ,Non-forest,NT,-9, 
2,PRIV,Native forest,NT,3,Planned burns only
14,PRIV,Native forest,NT,3,Planned and Unplanned burns
12,PRIV,Native forest,NT,1,Unplanned burns only
419,PRIV,Native forest,NT,2,Planned and Unplanned burns
99,PRIV,Native forest,NT,3,Planned and Unplanned burns
124,PRIV,Native forest,NT,3,Planned and Unplanned burns
24224, ,Non-forest,NT,-9, 
402,LEASE,Native forest,NT,3,Planned and Unplanned burns
1156,LEASE,Native forest,NT,3,Planned and Unplanned burns
2471,PRIV,Native forest,NT,5,Planned and Unplanned burns
173,PRIV,Native forest,NT,2,Planned burns only
28,PRIV,Native forest,NT,3,Planned and Unplanned burns
132,PRIV,Native forest,NT,3,Planned and Unplanned burns
10378, ,Non-forest,NT,-9, 
23887, ,Non-forest,NT,-9, 
13874,LEASE,Native forest,NT,3,Planned and Unplanned burns
10754, ,Non-forest,NT,-9, 
4934,LEASE,Native forest,NT,3,Planned and Unplanned burns
1,LEASE,Native forest,NT,3,Planned and Unplanned burns
61,LEASE,Native forest,NT,2,Planned burns only
161,PRIV,Native forest,NT,3,Planned and Unplanned burns
45,PRIV,Native forest,NT,5,Planned and Unplanned burns
187,PRIV,Native forest,NT,5,Planned and Unplanned burns
2,PRIV,Native forest,NT,2,Unplanned burns only
126,PRIV,Native forest,NT,4,Unplanned burns only
87,NCR,Native forest,Qld,1,Unplanned burns only
4,LEASE,Native forest,NT,3,Planned burns only
4,LEASE,Native forest,NT,3,Planned and Unplanned burns
143, ,Non-forest,NT,-9, 
16,LEASE,Native forest,NT,4,Planned and Unplanned burns
484,LEASE,Native forest,NT,1,Unplanned burns only
123983,LEASE,Native forest,NT,1,Unplanned burns only
670,LEASE,Native forest,NT,1,Unplanned burns only
39,LEASE,Native forest,NT,1,Unplanned burns only
29, ,Non-forest,NT,-9, 
168,PRIV,Native forest,NT,4,Planned and Unplanned burns
6,PRIV,Native forest,NT,3,Planned and Unplanned burns
1,PRIV,Native forest,NT,3,Planned and Unplanned burns
18,PRIV,Native forest,NT,2,Planned and Unplanned burns
9,PRIV,Native forest,NT,4,Planned and Unplanned burns
7556,LEASE,Native forest,NT,4,Planned and Unplanned burns
417,LEASE,Native forest,NT,3,Planned and Unplanned burns
14,PRIV,Native forest,NT,4,Planned and Unplanned burns
5177,LEASE,Native forest,NT,3,Planned and Unplanned burns
294,PRIV,Native forest,NT,2,Planned and Unplanned burns
89,PRIV,Native forest,NT,2,Planned and Unplanned burns
95901, ,Non-forest,NT,-9, 
129,LEASE,Native forest,NT,2,Planned burns only
4524,LEASE,Native forest,NT,2,Planned burns only
289,LEASE,Native forest,NT,4,Planned and Unplanned burns
54,PRIV,Native forest,NT,3,Planned and Unplanned burns
1624,PRIV,Native forest,NT,3,Unplanned burns only
935,PRIV,Native forest,NT,2,Planned and Unplanned burns
1748,PRIV,Native forest,Qld,2,Unplanned burns only
256,PRIV,Native forest,NT,3,Planned and Unplanned burns
239,PRIV,Native forest,NT,4,Planned burns only
333,PRIV,Native forest,NT,3,Planned burns only
5281,PRIV,Native forest,Qld,4,Unplanned burns only
11,NCR,Native forest,Qld,2,Unplanned burns only
22,LEASE,Native forest,NT,2,Planned burns only
194,PRIV,Native forest,NT,2,Planned and Unplanned burns
5,PRIV,Native forest,NT,0,Forest not burnt
120,LEASE,Native forest,NT,1,Planned burns only
2,LEASE,Native forest,NT,1,Planned burns only
160,LEASE,Native forest,NT,1,Planned burns only
43813,LEASE,Native forest,NT,2,Planned burns only
379,PRIV,Native forest,NT,2,Planned burns only
6055,LEASE,Native forest,Qld,3,Planned and Unplanned burns
4429,PRIV,Native forest,Qld,4,Planned and Unplanned burns
99,LEASE,Native forest,NT,2,Planned burns only
37,PRIV,Native forest,NT,4,Planned and Unplanned burns
8545,LEASE,Native forest,Qld,2,Planned and Unplanned burns
20317,LEASE,Native forest,Qld,3,Planned and Unplanned burns
3203,PRIV,Native forest,Qld,3,Unplanned burns only
5,PRIV,Native forest,NT,2,Planned and Unplanned burns
2,PRIV,Native forest,NT,4,Planned and Unplanned burns
52,PRIV,Native forest,NT,4,Planned and Unplanned burns
163,PRIV,Native forest,NT,3,Planned and Unplanned burns
140,PRIV,Native forest,Qld,3,Planned and Unplanned burns
448503,LEASE,Native forest,Qld,1,Unplanned burns only
18331,PRIV,Native forest,Qld,3,Unplanned burns only
41495,PRIV,Native forest,Qld,4,Unplanned burns only
56562,LEASE,Native forest,Qld,2,Planned and Unplanned burns
191689,LEASE,Native forest,Qld,1,Planned burns only
5716,LEASE,Native forest,Qld,4,Planned and Unplanned burns
15167,LEASE,Native forest,Qld,2,Planned and Unplanned burns
39308,LEASE,Native forest,Qld,3,Unplanned burns only
93898,LEASE,Native forest,Qld,2,Unplanned burns only
5306,LEASE,Native forest,NT,3,Planned and Unplanned burns
100,LEASE,Native forest,NT,1,Planned burns only
29,LEASE,Native forest,NT,3,Planned and Unplanned burns
3825,LEASE,Native forest,NT,3,Planned and Unplanned burns
15348,LEASE,Native forest,NT,1,Planned burns only
4372,LEASE,Native forest,NT,2,Planned burns only
18884, ,Non-forest,NT,-9, 
48,PRIV,Native forest,NT,3,Planned and Unplanned burns
1,PRIV,Native forest,NT,2,Planned burns only
23,PRIV,Native forest,NT,3,Planned and Unplanned burns
6,PRIV,Native forest,NT,3,Planned and Unplanned burns
1664,PRIV,Native forest,Qld,3,Unplanned burns only
42,LEASE,Native forest,NT,3,Planned and Unplanned burns
1491,LEASE,Native forest,NT,2,Unplanned burns only
42012, ,Non-forest,NT,-9, 
4319,PRIV,Native forest,Qld,3,Planned and Unplanned burns
12679,LEASE,Native forest,Qld,1,Unplanned burns only
231,PRIV,Native forest,Qld,3,Unplanned burns only
1,LEASE,Native forest,NT,4,Planned and Unplanned burns
463,PRIV,Native forest,NT,3,Planned and Unplanned burns
35,PRIV,Native forest,NT,3,Planned and Unplanned burns
1845,LEASE,Native forest,Qld,2,Planned and Unplanned burns
2939,LEASE,Native forest,Qld,3,Planned and Unplanned burns
13194,LEASE,Native forest,Qld,2,Unplanned burns only
2,LEASE,Native forest,NT,4,Planned and Unplanned burns
2,LEASE,Native forest,NT,3,Planned and Unplanned burns
2,LEASE,Native forest,NT,3,Planned and Unplanned burns
12,LEASE,Native forest,NT,3,Planned and Unplanned burns
12606,LEASE,Native forest,NT,2,Unplanned burns only
3004,LEASE,Native forest,NT,2,Planned and Unplanned burns
251,LEASE,Native forest,NT,1,Unplanned burns only
3,PRIV,Native forest,NT,3,Planned and Unplanned burns
636648,LEASE,Native forest,Qld,1,Unplanned burns only
302,LEASE,Native forest,Qld,2,Unplanned burns only
2,OCL,Native forest,Qld,2,Unplanned burns only
21735,LEASE,Native forest,NT,1,Unplanned burns only
381,PRIV,Native forest,NT,3,Planned burns only
203,PRIV,Native forest,NT,4,Planned and Unplanned burns
5,PRIV,Native forest,NT,4,Planned burns only
2,PRIV,Native forest,NT,5,Planned and Unplanned burns
2034,LEASE,Native forest,Qld,3,Unplanned burns only
1082,LEASE,Native forest,Qld,3,Unplanned burns only
15722,LEASE,Native forest,Qld,2,Unplanned burns only
3639,LEASE,Native forest,NT,1,Unplanned burns only
370858, ,Non-forest,NT,-9, 
6,PRIV,Native forest,NT,1,Planned burns only
48,PRIV,Native forest,NT,3,Planned and Unplanned burns
5714,LEASE,Native forest,Qld,2,Unplanned burns only
1279,LEASE,Native forest,Qld,3,Planned and Unplanned burns
2579,LEASE,Native forest,NT,3,Planned burns only
1808,LEASE,Native forest,NT,2,Planned and Unplanned burns
1,LEASE,Native forest,NT,2,Planned burns only
2,PRIV,Native forest,NT,3,Planned burns only
51,PRIV,Native forest,NT,3,Planned burns only
7725,LEASE,Native forest,Qld,3,Planned and Unplanned burns
47929,LEASE,Native forest,Qld,2,Unplanned burns only
2600,LEASE,Native forest,Qld,4,Planned and Unplanned burns
3,PRIV,Native forest,NT,2,Planned and Unplanned burns
2,PRIV,Native forest,NT,3,Planned and Unplanned burns
36,PRIV,Native forest,NT,4,Planned and Unplanned burns
8604,LEASE,Native forest,Qld,2,Planned and Unplanned burns
3239,LEASE,Native forest,Qld,4,Planned and Unplanned burns
4629,LEASE,Native forest,Qld,3,Unplanned burns only
464,LEASE,Native forest,Qld,3,Planned and Unplanned burns
38239,LEASE,Native forest,NT,2,Planned and Unplanned burns
58,LEASE,Native forest,NT,3,Planned and Unplanned burns
107,LEASE,Native forest,NT,2,Unplanned burns only
73,PRIV,Native forest,NT,3,Planned burns only
8,PRIV,Native forest,NT,3,Planned and Unplanned burns
50515,LEASE,Native forest,Qld,1,Unplanned burns only
28406,LEASE,Native forest,Qld,1,Unplanned burns only
2030,LEASE,Native forest,Qld,5,Planned and Unplanned burns
23289,LEASE,Native forest,NT,2,Planned and Unplanned burns
8903,LEASE,Native forest,NT,3,Planned burns only
54,LEASE,Native forest,NT,2,Unplanned burns only
21,LEASE,Native forest,NT,2,Unplanned burns only
1,PRIV,Native forest,NT,2,Planned and Unplanned burns
59,PRIV,Native forest,NT,3,Planned and Unplanned burns
1,PRIV,Native forest,NT,2,Unplanned burns only
392, ,Non-forest,NT,-9, 
160,PRIV,Native forest,NT,2,Planned and Unplanned burns
10,PRIV,Native forest,NT,3,Planned and Unplanned burns
2879,LEASE,Native forest,Qld,1,Planned burns only
9,PRIV,Native forest,NT,4,Planned and Unplanned burns
3,PRIV,Native forest,NT,2,Planned and Unplanned burns
91,PRIV,Native forest,NT,1,Planned burns only
24366,LEASE,Native forest,Qld,1,Unplanned burns only
359,LEASE,Native forest,Qld,2,Planned and Unplanned burns
1476,LEASE,Native forest,Qld,5,Planned and Unplanned burns
963,LEASE,Native forest,Qld,3,Planned and Unplanned burns
13592,PRIV,Native forest,Qld,2,Unplanned burns only
65,PRIV,Native forest,NT,2,Planned and Unplanned burns
703,PRIV,Native forest,Qld,1,Planned burns only
47285,LEASE,Native forest,Qld,1,Unplanned burns only
61,LEASE,Native forest,NT,2,Planned and Unplanned burns
1092,LEASE,Native forest,NT,4,Planned burns only
6703,LEASE,Native forest,NT,4,Planned and Unplanned burns
107,PRIV,Native forest,NT,3,Planned and Unplanned burns
6998,LEASE,Native forest,Qld,4,Planned and Unplanned burns
24943,LEASE,Native forest,NT,0,Forest not burnt
23,LEASE,Native forest,NT,3,Planned and Unplanned burns
24,LEASE,Native forest,NT,4,Planned burns only
1269,LEASE,Native forest,NT,4,Planned and Unplanned burns
4251,LEASE,Native forest,NT,5,Planned burns only
74189, ,Non-forest,NT,-9, 
6182, ,Non-forest,NT,-9, 
243,LEASE,Native forest,NT,5,Planned and Unplanned burns
1066,LEASE,Native forest,NT,5,Planned and Unplanned burns
180,LEASE,Native forest,NT,4,Planned and Unplanned burns
550, ,Non-forest,NT,-9, 
1783,LEASE,Native forest,NT,3,Planned and Unplanned burns
529,LEASE,Native forest,NT,3,Planned and Unplanned burns
17,LEASE,Native forest,NT,1,Planned burns only
22,PRIV,Native forest,NT,3,Planned and Unplanned burns
18,PRIV,Native forest,NT,2,Planned and Unplanned burns
43183,LEASE,Native forest,Qld,1,Unplanned burns only
35387,LEASE,Native forest,Qld,1,Planned burns only
704,LEASE,Native forest,Qld,3,Planned and Unplanned burns
118,LEASE,Native forest,NT,1,Planned burns only
428, ,Non-forest,NT,-9, 
23967, ,Non-forest,NT,-9, 
188,OCL,Native forest,NT,5,Planned burns only
728, ,Non-forest,NT,-9, 
9,OCL,Native forest,NT,5,Planned and Unplanned burns
24,OCL,Native forest,NT,4,Planned and Unplanned burns
247, ,Non-forest,NT,-9, 
249, ,Non-forest,NT,-9, 
174,PRIV,Native forest,NT,4,Planned and Unplanned burns
90,ND,Native forest,NT,1,Planned burns only
917,LEASE,Native forest,Qld,2,Planned and Unplanned burns
1124,LEASE,Native forest,NT,1,Planned burns only
7,LEASE,Native forest,NT,3,Planned and Unplanned burns
860,LEASE,Native forest,NT,3,Planned and Unplanned burns
460,LEASE,Native forest,NT,4,Planned and Unplanned burns
18990,LEASE,Native forest,NT,2,Unplanned burns only
25,LEASE,Native forest,NT,2,Unplanned burns only
110,ND,Native forest,NT,1,Unplanned burns only
37122,LEASE,Native forest,NT,1,Planned burns only
1,LEASE,Native forest,NT,4,Planned and Unplanned burns
7618, ,Non-forest,NT,-9, 
63,PRIV,Native forest,NT,5,Planned and Unplanned burns
19,PRIV,Native forest,NT,4,Planned and Unplanned burns
21,PRIV,Native forest,NT,3,Planned burns only
111,LEASE,Native forest,NT,4,Planned and Unplanned burns
23256, ,Non-forest,NT,-9, 
155,PRIV,Native forest,NT,3,Planned and Unplanned burns
56,LEASE,Native forest,Qld,1,Unplanned burns only
81,LEASE,Native forest,NT,4,Planned and Unplanned burns
12,LEASE,Native forest,NT,3,Planned and Unplanned burns
9400, ,Non-forest,NT,-9, 
14133,LEASE,Native forest,Qld,1,Unplanned burns only
4583,LEASE,Native forest,NT,2,Planned and Unplanned burns
631,LEASE,Native forest,NT,2,Planned and Unplanned burns
83,LEASE,Native forest,NT,3,Planned and Unplanned burns
5874, ,Non-forest,NT,-9, 
130,OCL,Native forest,NT,4,Planned burns only
39222, ,Non-forest,NT,-9, 
31215, ,Non-forest,NT,-9, 
8288,LEASE,Native forest,NT,2,Planned burns only
26,PRIV,Native forest,NT,2,Unplanned burns only
884,LEASE,Native forest,Qld,2,Planned and Unplanned burns
2,OCL,Native forest,NT,4,Planned burns only
10136,LEASE,Native forest,NT,4,Planned burns only
4,LEASE,Native forest,NT,1,Planned burns only
100,PRIV,Native forest,NT,4,Planned and Unplanned burns
3,PRIV,Native forest,NT,2,Planned burns only
2397,LEASE,Native forest,Qld,1,Planned burns only
1,LEASE,Native forest,NT,3,Planned and Unplanned burns
25,OCL,Native forest,NT,3,Planned burns only
6,LEASE,Native forest,NT,4,Planned and Unplanned burns
148,LEASE,Native forest,NT,3,Planned burns only
66564, ,Non-forest,NT,-9, 
155,PRIV,Native forest,NT,4,Planned and Unplanned burns
1,PRIV,Native forest,NT,3,Planned and Unplanned burns
15698,LEASE,Native forest,Qld,2,Unplanned burns only
281,LEASE,Native forest,Qld,2,Planned and Unplanned burns
1622,PRIV,Native forest,Qld,3,Planned and Unplanned burns
78,LEASE,Native forest,NT,2,Planned burns only
9519,LEASE,Native forest,NT,3,Planned and Unplanned burns
11,OCL,Commercial plantation,NT,4,Planned burns only
6,OCL,Commercial plantation,NT,4,Planned and Unplanned burns
4,OCL,Commercial plantation,NT,4,Planned and Unplanned burns
36, ,Non-forest,NT,-9, 
5,OCL,Native forest,NT,4,Planned and Unplanned burns
381,OCL,Native forest,NT,3,Planned burns only
26,OCL,Native forest,NT,3,Planned burns only
2969,OCL,Native forest,NT,3,Planned burns only
2417,LEASE,Native forest,NT,3,Planned and Unplanned burns
8,LEASE,Native forest,NT,3,Planned and Unplanned burns
85,PRIV,Native forest,NT,2,Planned and Unplanned burns
113,PRIV,Native forest,NT,3,Planned burns only
4997,LEASE,Native forest,Qld,1,Unplanned burns only
1435,OCL,Native forest,NT,3,Planned burns only
3936,OCL,Native forest,NT,4,Planned burns only
4276, ,Non-forest,NT,-9, 
972,PRIV,Native forest,NT,3,Planned burns only
18,PRIV,Native forest,NT,3,Planned burns only
3,PRIV,Native forest,NT,2,Planned and Unplanned burns
135,LEASE,Native forest,Qld,2,Unplanned burns only
141,LEASE,Native forest,Qld,1,Unplanned burns only
635,LEASE,Native forest,NT,3,Planned and Unplanned burns
6,OCL,Commercial plantation,NT,2,Planned burns only
123,OCL,Commercial plantation,NT,1,Planned burns only
6,OCL,Commercial plantation,NT,3,Planned and Unplanned burns
252, ,Non-forest,NT,-9, 
121, ,Non-forest,NT,-9, 
3,OCL,Native forest,NT,4,Planned and Unplanned burns
377,OCL,Native forest,NT,3,Planned and Unplanned burns
1362,OCL,Native forest,NT,3,Planned burns only
143,LEASE,Native forest,NT,1,Unplanned burns only
188,PRIV,Native forest,NT,4,Planned burns only
116,PRIV,Native forest,NT,3,Planned and Unplanned burns
200,LEASE,Native forest,Qld,1,Unplanned burns only
1,OCL,Native forest,NT,3,Planned and Unplanned burns
1,OCL,Native forest,NT,4,Planned and Unplanned burns
4, ,Non-forest,NT,-9, 
132,OCL,Native forest,NT,3,Planned and Unplanned burns
12,OCL,Native forest,NT,3,Planned and Unplanned burns
8,PRIV,Native forest,NT,3,Planned and Unplanned burns
761,LEASE,Native forest,Qld,3,Planned and Unplanned burns
5,OCL,Native forest,NT,3,Planned and Unplanned burns
806,LEASE,Native forest,NT,4,Planned and Unplanned burns
1338, ,Non-forest,NT,-9, 
93,LEASE,Native forest,NT,5,Planned and Unplanned burns
18,PRIV,Native forest,NT,4,Planned burns only
4,PRIV,Native forest,NT,3,Planned and Unplanned burns
89,PRIV,Native forest,NT,3,Planned and Unplanned burns
1,PRIV,Native forest,NT,2,Planned and Unplanned burns
2118,LEASE,Native forest,Qld,2,Planned and Unplanned burns
2880,PRIV,Native forest,Qld,2,Planned and Unplanned burns
28,OCL,Commercial plantation,NT,2,Planned and Unplanned burns
8,OCL,Commercial plantation,NT,1,Unplanned burns only
431, ,Non-forest,NT,-9, 
2,OCL,Native forest,NT,2,Planned and Unplanned burns
18,OCL,Native forest,NT,2,Planned and Unplanned burns
31,OCL,Native forest,NT,3,Planned and Unplanned burns
556,OCL,Native forest,NT,4,Planned and Unplanned burns
169,OCL,Native forest,NT,3,Planned and Unplanned burns
285,PRIV,Native forest,NT,5,Planned and Unplanned burns
67,PRIV,Native forest,NT,5,Planned and Unplanned burns
5,PRIV,Native forest,NT,3,Planned and Unplanned burns
1465,LEASE,Native forest,Qld,2,Unplanned burns only
80516,LEASE,Native forest,Qld,0,Forest not burnt
3598,LEASE,Native forest,Qld,1,Unplanned burns only
431,LEASE,Native forest,Qld,3,Planned and Unplanned burns
390, ,Non-forest,NT,-9, 
200, ,Non-forest,NT,-9, 
145,OCL,Native forest,NT,4,Planned burns only
1427,PRIV,Native forest,NT,2,Planned burns only
6,PRIV,Native forest,NT,3,Planned burns only
10325,LEASE,Native forest,Qld,2,Unplanned burns only
1662,LEASE,Native forest,Qld,2,Unplanned burns only
2081,LEASE,Native forest,Qld,2,Planned and Unplanned burns
3651,LEASE,Native forest,NT,3,Planned and Unplanned burns
37,OCL,Native forest,NT,3,Planned and Unplanned burns
23,LEASE,Native forest,NT,3,Planned and Unplanned burns
5322,LEASE,Native forest,NT,0,Forest not burnt
90,PRIV,Native forest,NT,2,Planned and Unplanned burns
3,PRIV,Native forest,NT,2,Planned and Unplanned burns
2,PRIV,Native forest,NT,3,Planned and Unplanned burns
3,OCL,Native forest,NT,2,Planned and Unplanned burns
4,OCL,Commercial plantation,NT,2,Unplanned burns only
2,OCL,Native forest,NT,2,Unplanned burns only
9,OCL,Native forest,NT,2,Planned and Unplanned burns
1972, ,Non-forest,NT,-9, 
2,LEASE,Native forest,NT,3,Planned and Unplanned burns
1846,PRIV,Native forest,Qld,1,Unplanned burns only
26,OCL,Native forest,NT,2,Planned and Unplanned burns
13,OCL,Native forest,NT,1,Planned burns only
2,LEASE,Native forest,NT,3,Planned and Unplanned burns
435,PRIV,Native forest,NT,1,Planned burns only
11,PRIV,Native forest,NT,2,Unplanned burns only
4,PRIV,Native forest,NT,3,Unplanned burns only
12,PRIV,Native forest,NT,3,Unplanned burns only
4927,LEASE,Native forest,Qld,1,Unplanned burns only
2,OCL,Native forest,NT,1,Unplanned burns only
8,OCL,Native forest,NT,1,Unplanned burns only
7,PRIV,Native forest,NT,4,Planned and Unplanned burns
10,PRIV,Native forest,NT,4,Planned burns only
1,PRIV,Native forest,NT,3,Planned and Unplanned burns
5,PRIV,Native forest,NT,4,Planned and Unplanned burns
235,PRIV,Native forest,NT,4,Planned and Unplanned burns
173,PRIV,Native forest,NT,4,Planned and Unplanned burns
1,PRIV,Native forest,NT,2,Unplanned burns only
1687,PRIV,Native forest,NT,4,Planned and Unplanned burns
83,PRIV,Native forest,NT,4,Planned and Unplanned burns
140,PRIV,Native forest,NT,3,Planned and Unplanned burns
272,PRIV,Native forest,NT,3,Planned and Unplanned burns
16,PRIV,Native forest,NT,5,Planned burns only
338,PRIV,Native forest,NT,4,Planned and Unplanned burns
2259,PRIV,Native forest,NT,4,Planned and Unplanned burns
190,PRIV,Native forest,NT,2,Planned burns only
8,PRIV,Native forest,NT,3,Planned and Unplanned burns
18,PRIV,Native forest,NT,4,Planned and Unplanned burns
25,PRIV,Native forest,NT,4,Planned and Unplanned burns
417,PRIV,Native forest,NT,4,Planned and Unplanned burns
151,NCR,Native forest,NT,0,Forest not burnt
21,PRIV,Native forest,NT,4,Planned and Unplanned burns
222,PRIV,Native forest,NT,4,Planned and Unplanned burns
316,PRIV,Native forest,NT,3,Planned and Unplanned burns
1026,PRIV,Native forest,NT,5,Planned burns only
2,PRIV,Native forest,NT,3,Unplanned burns only
7,PRIV,Native forest,NT,3,Unplanned burns only
35,OCL,Commercial plantation,NT,1,Unplanned burns only
9,OCL,Commercial plantation,NT,1,Unplanned burns only
23,OCL,Commercial plantation,NT,3,Planned and Unplanned burns
107, ,Non-forest,NT,-9, 
235,OCL,Native forest,NT,3,Planned and Unplanned burns
8,OCL,Native forest,NT,2,Planned burns only
2,OCL,Native forest,NT,3,Planned burns only
355,LEASE,Native forest,NT,3,Planned and Unplanned burns
11699,LEASE,Native forest,NT,3,Planned and Unplanned burns
2553,LEASE,Native forest,NT,3,Unplanned burns only
18142,LEASE,Native forest,NT,2,Unplanned burns only
28546, ,Non-forest,NT,-9, 
7484,LEASE,Native forest,NT,2,Unplanned burns only
85,LEASE,Native forest,NT,2,Unplanned burns only
84,LEASE,Native forest,NT,2,Planned burns only
2642, ,Non-forest,NT,-9, 
7,LEASE,Native forest,NT,4,Planned and Unplanned burns
873,LEASE,Native forest,NT,4,Planned and Unplanned burns
4147, ,Non-forest,NT,-9, 
24,PRIV,Native forest,NT,4,Planned and Unplanned burns
917,PRIV,Native forest,NT,4,Planned burns only
8588,PRIV,Native forest,NT,5,Planned burns only
769,PRIV,Native forest,NT,3,Planned and Unplanned burns
7,PRIV,Native forest,NT,3,Unplanned burns only
15,PRIV,Native forest,NT,3,Unplanned burns only
13681,LEASE,Native forest,Qld,1,Unplanned burns only
9,OCL,Native forest,NT,3,Planned and Unplanned burns
1072,OCL,Native forest,NT,4,Planned burns only
21,OCL,Native forest,NT,4,Planned burns only
4,OCL,Commercial plantation,NT,2,Planned burns only
5,OCL,Commercial plantation,NT,3,Planned burns only
20,OCL,Native forest,NT,3,Planned burns only
45,LEASE,Native forest,NT,2,Planned burns only
13224,LEASE,Native forest,NT,2,Planned burns only
215,LEASE,Native forest,NT,3,Planned and Unplanned burns
2716,LEASE,Native forest,NT,3,Planned and Unplanned burns
34,LEASE,Native forest,NT,4,Planned and Unplanned burns
1334,LEASE,Native forest,NT,4,Planned and Unplanned burns
19,PRIV,Native forest,NT,4,Planned burns only
396,PRIV,Native forest,NT,4,Planned and Unplanned burns
414,PRIV,Native forest,NT,5,Planned and Unplanned burns
121,PRIV,Native forest,NT,2,Planned and Unplanned burns
8,PRIV,Native forest,NT,4,Planned and Unplanned burns
56,OCL,Native forest,Qld,1,Planned burns only
12,OCL,Native forest,NT,3,Planned and Unplanned burns
6,OCL,Native forest,NT,3,Planned and Unplanned burns
5,OCL,Native forest,NT,3,Planned and Unplanned burns
457,LEASE,Native forest,NT,2,Unplanned burns only
2,LEASE,Native forest,NT,2,Planned and Unplanned burns
1,LEASE,Native forest,NT,2,Planned and Unplanned burns
2515,LEASE,Native forest,NT,2,Planned and Unplanned burns
49,LEASE,Native forest,NT,3,Planned and Unplanned burns
56,LEASE,Native forest,NT,4,Planned and Unplanned burns
59,LEASE,Native forest,NT,5,Planned and Unplanned burns
53,LEASE,Native forest,NT,4,Unplanned burns only
47,PRIV,Native forest,NT,3,Planned burns only
135,PRIV,Native forest,NT,5,Planned and Unplanned burns
17,PRIV,Native forest,NT,2,Planned and Unplanned burns
1,PRIV,Native forest,NT,2,Unplanned burns only
3,PRIV,Native forest,NT,3,Unplanned burns only
9,OCL,Native forest,Qld,2,Unplanned burns only
9,OCL,Commercial plantation,NT,3,Planned and Unplanned burns
17,OCL,Commercial plantation,NT,2,Planned and Unplanned burns
14,OCL,Commercial plantation,NT,3,Planned and Unplanned burns
4,OCL,Commercial plantation,NT,4,Planned and Unplanned burns
10,OCL,Native forest,NT,4,Planned and Unplanned burns
77,OCL,Native forest,NT,4,Planned and Unplanned burns
2703, ,Non-forest,NT,-9, 
14,OCL,Native forest,NT,4,Planned and Unplanned burns
15,OCL,Commercial plantation,NT,4,Planned and Unplanned burns
14,OCL,Commercial plantation,NT,2,Planned and Unplanned burns
10786,LEASE,Native forest,NT,2,Planned and Unplanned burns
267,LEASE,Native forest,NT,3,Planned and Unplanned burns
1396,LEASE,Native forest,NT,4,Planned and Unplanned burns
135,LEASE,Native forest,NT,4,Planned and Unplanned burns
741,LEASE,Native forest,NT,2,Planned and Unplanned burns
12,ND,Native forest,NT,2,Unplanned burns only
13,PRIV,Native forest,NT,5,Planned and Unplanned burns
97,PRIV,Native forest,NT,4,Planned and Unplanned burns
1225,PRIV,Native forest,NT,2,Unplanned burns only
10,PRIV,Native forest,NT,3,Planned and Unplanned burns
18,PRIV,Native forest,NT,3,Unplanned burns only
21,OCL,Native forest,NT,2,Planned and Unplanned burns
103,PRIV,Native forest,NT,4,Planned and Unplanned burns
71,PRIV,Native forest,NT,2,Planned and Unplanned burns
28,PRIV,Native forest,NT,4,Planned burns only
104,PRIV,Native forest,NT,4,Planned and Unplanned burns
5,PRIV,Native forest,NT,4,Planned and Unplanned burns
601,LEASE,Native forest,Qld,2,Unplanned burns only
6,OCL,Commercial plantation,NT,3,Planned and Unplanned burns
18,OCL,Native forest,NT,3,Planned and Unplanned burns
6619,LEASE,Native forest,NT,2,Unplanned burns only
3230,LEASE,Native forest,NT,3,Unplanned burns only
38829,LEASE,Native forest,NT,2,Unplanned burns only
75223,LEASE,Native forest,NT,2,Unplanned burns only
91,LEASE,Native forest,NT,4,Planned and Unplanned burns
21827, ,Non-forest,NT,-9, 
2,PRIV,Native forest,NT,2,Planned and Unplanned burns
354,PRIV,Native forest,NT,2,Planned burns only
539,PRIV,Native forest,NT,5,Planned and Unplanned burns
187,PRIV,Native forest,NT,2,Planned burns only
250,PRIV,Native forest,NT,4,Planned and Unplanned burns
7,PRIV,Native forest,NT,2,Planned and Unplanned burns
2,PRIV,Native forest,NT,3,Planned and Unplanned burns
1,PRIV,Native forest,NT,3,Planned and Unplanned burns
6,PRIV,Native forest,NT,3,Planned and Unplanned burns
8,PRIV,Native forest,NT,4,Planned and Unplanned burns
26,LEASE,Native forest,Qld,2,Unplanned burns only
7,OCL,Native forest,Qld,3,Unplanned burns only
113,OCL,Commercial plantation,NT,0,Forest not burnt
8,LEASE,Native forest,NT,3,Planned and Unplanned burns
786,LEASE,Native forest,NT,2,Unplanned burns only
174786, ,Non-forest,NT,-9, 
38917, ,Non-forest,NT,-9, 
